term,str_type,mean_embeddings,category,continental,regional,subclass,source,date_added
togolese,,0,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
tunisia,entity,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
tunisian,"adjective, demonym",1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
tunisians,demonym,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
uganda,entity,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
ugandan,"adjective, demonym",1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
ugandans,demonym,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
united_arab_emirates,,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
verde,entity,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
verdean,"adjective, demonym",0,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
verdeans,demonym,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
yemen,entity,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
yemeni,"adjective, demonym",0,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
yemenis,demonym,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
yemenite,"adjective, demonym",0,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
zambia,entity,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
zambian,"adjective, demonym",1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
zambians,demonym,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
zimbabwe,entity,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
zimbabwean,"adjective, demonym",1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
zimbabweans,demonym,1,national,africa,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
antartic,,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
antartica,entity,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
antartican,"adjective, demonym",0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
antarticans,demonym,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
bouvet_island,,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
bouvet_islander,,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
bouvet_islanders,,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
french_southern_territories,,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
heard_island_and_mcdonald_islands,,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
heard_islander,,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
heard_islanders,,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
mcdonald_islander,,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
mcdonald_islanders,,0,national,antartica,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
abkhaz,,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
abkhazia,entity,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
abkhazian,"adjective, demonym",0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
abkhazians,demonym,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
afghan,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
afghanistan,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
afghans,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
armenia,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
armenian,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
armenians,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
artsakh,entity,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
artsakhtsi,"adjective, demonym",0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
artsakhtsis,demonym,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
azerbaijan,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
azerbaijani,"adjective, demonym",0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
azerbaijanis,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
bahrain,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
bahrainian,"adjective, demonym",0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
bahrainians,demonym,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
bangladesh,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
bangladeshi,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
bhutan,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
bhutanese,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
british_indian_ocean_territory,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
brunei,entity,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
bruneian,"adjective, demonym",0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
bruneians,demonym,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
burma,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
burmese,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
cantonese,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
china,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
chinese,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
cypriot,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
cypriots,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
cyprus,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
dhivehin,,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
dhives,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
divoire,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
dubai,entity,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
dubaian,"adjective, demonym",0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
dubaians,demonym,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
east_timor,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
emirates,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
filipinas,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
filipino,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
filipinos,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
formosan,,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
georgia,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
georgian,"adjective, demonym",0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
georgians,demonym,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
hong_kong,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
hong_kongese,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
hongkonger,"adjective, demonym",0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
hongkongers,demonym,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
india,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
indian,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
indians,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
indonesia,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
indonesian,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
indonesians,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
iran,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
iranian,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
iranians,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
iraq,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
iraqi,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
iraqis,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
israel,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
israelis,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
israelite,demonym,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
japan,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
japanese,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
kazahk,,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
kazahks,,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
kazakhstan,,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
kirghiz,,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
kirgiz,,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
korea,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
korean,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
koreans,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
kuwait,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
kuwaiti,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
kuwaitis,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
kyrgyz,,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
kyrgyzstan,entity,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
kyrgyzstani,"adjective, demonym",0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
kyrgyzstanis,demonym,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
laos,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
laotian,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
laotians,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
lebanese,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
lebanon,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
macanese,,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
macau,,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
madagascar,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
malagasy,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
malawi,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
malawian,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
malawians,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
malaysia,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
malaysian,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
malaysians,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
maldives,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
mongolia,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
mongolian,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
mongolians,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
myanmar,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
nepal,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
nepalese,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
north_korea,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
north_korean,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
north_koreans,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-02-27
oman,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
omani,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
pakistan,entity,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
pakistani,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
pakistanis,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
palestine,entity,0,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
palestinian,"adjective, demonym",1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
palestinians,demonym,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_sovereign_states,2020-05-30
persian,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
persians,,1,national,asia,NA,NA,https://en.wikipedia.org/wiki/List_of_adjectival_and_demonymic_forms_for_countries_and_nations,2020-05-30
